Age,Education,Occupation,Relationship,Sex,Target
39,HS-grad,Other-service,Unmarried,Female,<=50K
49,Assoc-voc,Handlers-cleaners,Unmarried,Male,<=50K
53,5th-6th,?,Unmarried,Female,<=50K
32,Assoc-voc,Craft-repair,Not-in-family,Male,<=50K
34,Some-college,Prof-specialty,Husband,Male,>50K
28,HS-grad,Craft-repair,Not-in-family,Male,<=50K
57,Assoc-voc,?,Unmarried,Female,<=50K
25,Some-college,Adm-clerical,Not-in-family,Female,<=50K
20,Some-college,?,Own-child,Male,<=50K
21,Some-college,?,Unmarried,Female,<=50K
34,Bachelors,Prof-specialty,Husband,Male,>50K
38,Bachelors,Exec-managerial,Husband,Male,>50K
50,HS-grad,Exec-managerial,Husband,Male,>50K
24,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
37,Some-college,Tech-support,Husband,Male,>50K
44,Some-college,Machine-op-inspct,Unmarried,Male,>50K
28,Some-college,Sales,Wife,Female,<=50K
42,Bachelors,Exec-managerial,Husband,Male,>50K
74,Some-college,Adm-clerical,Not-in-family,Female,<=50K
38,HS-grad,Craft-repair,Husband,Male,<=50K
44,Masters,Prof-specialty,Husband,Male,<=50K
44,11th,Machine-op-inspct,Unmarried,Female,<=50K
26,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
36,HS-grad,Other-service,Husband,Male,<=50K
41,Assoc-acdm,Exec-managerial,Wife,Female,>50K
67,Prof-school,Prof-specialty,Husband,Male,>50K
39,12th,Tech-support,Husband,Male,<=50K
57,1st-4th,Priv-house-serv,Not-in-family,Female,<=50K
29,Assoc-voc,Craft-repair,Not-in-family,Male,<=50K
31,Bachelors,Farming-fishing,Not-in-family,Female,<=50K
34,HS-grad,?,Unmarried,Female,<=50K
44,Some-college,Transport-moving,Husband,Male,<=50K
29,Doctorate,Prof-specialty,Own-child,Male,<=50K
30,Some-college,Handlers-cleaners,Unmarried,Female,<=50K
27,HS-grad,Transport-moving,Not-in-family,Male,<=50K
27,Some-college,Sales,Husband,Male,<=50K
32,HS-grad,Handlers-cleaners,Not-in-family,Female,<=50K
58,10th,Other-service,Wife,Female,<=50K
35,Some-college,Protective-serv,Husband,Male,<=50K
21,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
28,Some-college,Craft-repair,Unmarried,Male,<=50K
46,Some-college,Exec-managerial,Not-in-family,Male,<=50K
36,HS-grad,Other-service,Unmarried,Female,<=50K
72,11th,Adm-clerical,Unmarried,Female,<=50K
35,HS-grad,Machine-op-inspct,Wife,Female,<=50K
33,Assoc-voc,Craft-repair,Unmarried,Female,>50K
69,11th,Machine-op-inspct,Not-in-family,Female,<=50K
35,HS-grad,Machine-op-inspct,Husband,Male,<=50K
31,HS-grad,Adm-clerical,Unmarried,Female,<=50K
34,HS-grad,Tech-support,Wife,Female,<=50K
30,11th,Other-service,Husband,Male,<=50K
28,Bachelors,Transport-moving,Not-in-family,Male,<=50K
54,Bachelors,Sales,Husband,Male,>50K
47,Some-college,Prof-specialty,Husband,Male,>50K
24,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
52,Bachelors,Prof-specialty,Husband,Male,>50K
20,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
43,Masters,Exec-managerial,Husband,Male,<=50K
45,7th-8th,Other-service,Unmarried,Female,<=50K
29,HS-grad,Craft-repair,Not-in-family,Male,<=50K
47,Masters,Exec-managerial,Unmarried,Male,<=50K
24,HS-grad,Craft-repair,Own-child,Male,<=50K
51,HS-grad,Prof-specialty,Husband,Male,<=50K
17,11th,Sales,Own-child,Male,<=50K
37,Assoc-voc,Craft-repair,Husband,Male,>50K
27,Doctorate,Prof-specialty,Not-in-family,Female,<=50K
29,Bachelors,Exec-managerial,Wife,Male,>50K
18,12th,?,Own-child,Male,<=50K
36,Assoc-acdm,Sales,Unmarried,Female,<=50K
58,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
26,Some-college,Craft-repair,Husband,Male,<=50K
65,Some-college,?,Husband,Male,>50K
57,HS-grad,Sales,Husband,Male,>50K
59,HS-grad,Craft-repair,Husband,Male,<=50K
27,HS-grad,Machine-op-inspct,Husband,Male,<=50K
31,Bachelors,Tech-support,Not-in-family,Male,<=50K
21,Some-college,Sales,Own-child,Female,<=50K
29,Some-college,Adm-clerical,Not-in-family,Male,<=50K
18,11th,Other-service,Own-child,Male,<=50K
52,10th,Craft-repair,Husband,Male,>50K
57,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
42,HS-grad,?,Husband,Male,<=50K
55,HS-grad,?,Wife,Female,<=50K
60,7th-8th,Transport-moving,Not-in-family,Male,>50K
31,Bachelors,Prof-specialty,Husband,Male,>50K
23,Bachelors,Adm-clerical,Own-child,Female,<=50K
27,HS-grad,Sales,Own-child,Male,<=50K
23,Some-college,?,Unmarried,Female,<=50K
42,Prof-school,Prof-specialty,Husband,Male,>50K
25,Some-college,Tech-support,Not-in-family,Male,<=50K
49,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
32,Bachelors,Tech-support,Not-in-family,Male,<=50K
19,Some-college,Adm-clerical,Own-child,Male,<=50K
60,7th-8th,Other-service,Not-in-family,Female,<=50K
42,9th,Other-service,Husband,Male,<=50K
35,Assoc-acdm,Farming-fishing,Not-in-family,Male,<=50K
48,HS-grad,Adm-clerical,Unmarried,Female,<=50K
51,Masters,Craft-repair,Husband,Male,>50K
29,HS-grad,Craft-repair,Not-in-family,Male,<=50K
36,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
17,10th,Other-service,Own-child,Female,<=50K
52,Masters,Prof-specialty,Not-in-family,Female,<=50K
24,HS-grad,Craft-repair,Not-in-family,Male,<=50K
24,HS-grad,Handlers-cleaners,Husband,Male,<=50K
26,Bachelors,Prof-specialty,Own-child,Male,<=50K
27,Bachelors,Other-service,Own-child,Female,<=50K
39,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
30,HS-grad,Transport-moving,Husband,Male,<=50K
50,HS-grad,Exec-managerial,Husband,Male,<=50K
52,Bachelors,Sales,Husband,Male,<=50K
46,Prof-school,Prof-specialty,Husband,Male,>50K
23,Bachelors,Sales,Own-child,Female,<=50K
45,11th,Other-service,Not-in-family,Female,<=50K
65,9th,Priv-house-serv,Unmarried,Female,<=50K
29,Assoc-voc,Transport-moving,Husband,Male,<=50K
47,9th,Handlers-cleaners,Unmarried,Male,<=50K
30,HS-grad,Farming-fishing,Own-child,Male,<=50K
34,HS-grad,Sales,Husband,Male,>50K
38,HS-grad,Sales,Husband,Male,<=50K
33,Some-college,Exec-managerial,Husband,Male,>50K
49,Bachelors,Sales,Husband,Male,>50K
47,Some-college,Other-service,Unmarried,Female,<=50K
49,10th,Other-service,Unmarried,Female,<=50K
43,Some-college,Craft-repair,Husband,Male,>50K
30,Bachelors,Adm-clerical,Wife,Female,>50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
19,HS-grad,Other-service,Own-child,Female,<=50K
21,Bachelors,Handlers-cleaners,Not-in-family,Male,<=50K
33,Bachelors,Exec-managerial,Husband,Male,>50K
47,5th-6th,Transport-moving,Husband,Male,<=50K
52,Doctorate,Prof-specialty,Husband,Male,>50K
26,HS-grad,Craft-repair,Not-in-family,Male,<=50K
60,HS-grad,Craft-repair,Husband,Male,<=50K
21,Some-college,Handlers-cleaners,Own-child,Male,<=50K
36,Some-college,Sales,Husband,Male,>50K
31,Some-college,Craft-repair,Husband,Male,<=50K
50,Doctorate,Prof-specialty,Not-in-family,Male,>50K
31,HS-grad,Adm-clerical,Unmarried,Female,<=50K
71,HS-grad,Craft-repair,Husband,Male,<=50K
58,HS-grad,?,Husband,Male,<=50K
30,Bachelors,Tech-support,Husband,Male,>50K
20,Some-college,Other-service,Own-child,Male,<=50K
24,HS-grad,Exec-managerial,Other-relative,Male,<=50K
35,Doctorate,Prof-specialty,Husband,Male,>50K
38,Some-college,Exec-managerial,Not-in-family,Female,<=50K
27,HS-grad,Machine-op-inspct,Own-child,Female,<=50K
29,Some-college,Adm-clerical,Unmarried,Female,<=50K
70,9th,?,Unmarried,Female,<=50K
34,HS-grad,Craft-repair,Husband,Male,<=50K
44,7th-8th,Craft-repair,Husband,Male,<=50K
43,HS-grad,Machine-op-inspct,Husband,Male,>50K
44,12th,Handlers-cleaners,Husband,Male,>50K
35,Masters,Sales,Not-in-family,Male,<=50K
27,Some-college,Prof-specialty,Not-in-family,Male,<=50K
43,Masters,Prof-specialty,Not-in-family,Male,<=50K
20,Some-college,Sales,Not-in-family,Female,<=50K
42,Assoc-acdm,Prof-specialty,Unmarried,Female,>50K
27,Some-college,Transport-moving,Husband,Male,<=50K
42,HS-grad,Craft-repair,Husband,Male,>50K
20,11th,?,Own-child,Female,<=50K
24,9th,Machine-op-inspct,Not-in-family,Male,<=50K
48,Some-college,Exec-managerial,Not-in-family,Male,<=50K
17,11th,?,Own-child,Female,<=50K
17,11th,Farming-fishing,Own-child,Male,<=50K
33,Bachelors,Exec-managerial,Husband,Male,>50K
50,HS-grad,Sales,Husband,Male,>50K
22,HS-grad,Sales,Own-child,Female,<=50K
17,12th,Other-service,Own-child,Male,<=50K
32,Some-college,Adm-clerical,Husband,Male,<=50K
31,HS-grad,Craft-repair,Not-in-family,Male,<=50K
58,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
29,HS-grad,Protective-serv,Own-child,Male,<=50K
37,Assoc-voc,Craft-repair,Husband,Male,>50K
34,HS-grad,Craft-repair,Husband,Male,>50K
23,Some-college,Exec-managerial,Unmarried,Male,<=50K
18,11th,Adm-clerical,Own-child,Female,<=50K
34,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
66,7th-8th,?,Not-in-family,Male,<=50K
45,Bachelors,Prof-specialty,Wife,Female,<=50K
41,Masters,Exec-managerial,Not-in-family,Male,<=50K
26,HS-grad,Other-service,Other-relative,Male,<=50K
54,Some-college,Farming-fishing,Husband,Male,<=50K
24,Some-college,Machine-op-inspct,Own-child,Female,<=50K
42,Some-college,Prof-specialty,Husband,Male,<=50K
20,Some-college,Prof-specialty,Own-child,Male,<=50K
23,Bachelors,Tech-support,Not-in-family,Female,<=50K
25,Assoc-acdm,?,Other-relative,Male,<=50K
35,Masters,Prof-specialty,Not-in-family,Male,>50K
31,Masters,Tech-support,Husband,Male,>50K
30,Bachelors,Prof-specialty,Own-child,Female,<=50K
19,HS-grad,Sales,Own-child,Female,<=50K
36,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
31,Bachelors,Sales,Unmarried,Female,<=50K
21,Some-college,Handlers-cleaners,Own-child,Male,<=50K
31,Some-college,Craft-repair,Husband,Male,<=50K
46,Doctorate,Prof-specialty,Unmarried,Female,>50K
44,Bachelors,Exec-managerial,Own-child,Female,>50K
40,12th,Other-service,Husband,Male,<=50K
45,Some-college,Sales,Not-in-family,Male,<=50K
60,HS-grad,Craft-repair,Husband,Male,<=50K
18,11th,Other-service,Other-relative,Male,<=50K
28,Bachelors,Prof-specialty,Husband,Male,<=50K
36,Some-college,Adm-clerical,Unmarried,Female,<=50K
36,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
40,Assoc-voc,Tech-support,Husband,Male,<=50K
36,Bachelors,Adm-clerical,Unmarried,Female,<=50K
31,HS-grad,Other-service,Unmarried,Female,<=50K
33,HS-grad,Machine-op-inspct,Husband,Male,<=50K
19,HS-grad,Tech-support,Own-child,Female,<=50K
22,Some-college,Sales,Own-child,Female,<=50K
34,Bachelors,Exec-managerial,Husband,Male,>50K
33,HS-grad,Other-service,Not-in-family,Male,<=50K
41,HS-grad,Craft-repair,Husband,Male,<=50K
29,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
50,HS-grad,Exec-managerial,Husband,Male,>50K
42,Bachelors,Exec-managerial,Husband,Male,>50K
43,Bachelors,Prof-specialty,Not-in-family,Male,>50K
44,HS-grad,Sales,Wife,Female,<=50K
20,Some-college,Other-service,Not-in-family,Female,<=50K
31,HS-grad,Other-service,Husband,Male,<=50K
65,11th,Exec-managerial,Husband,Male,>50K
23,Some-college,Other-service,Not-in-family,Female,<=50K
55,Some-college,Adm-clerical,Not-in-family,Female,<=50K
26,Assoc-voc,Adm-clerical,Husband,Male,<=50K
25,Assoc-voc,Other-service,Own-child,Female,<=50K
45,Some-college,?,Wife,Female,<=50K
35,Some-college,Craft-repair,Husband,Male,<=50K
36,Some-college,Sales,Not-in-family,Female,<=50K
43,Bachelors,Prof-specialty,Husband,Male,<=50K
56,HS-grad,Other-service,Unmarried,Female,<=50K
42,Bachelors,Tech-support,Husband,Male,>50K
19,Some-college,Other-service,Other-relative,Female,<=50K
55,HS-grad,Transport-moving,Husband,Male,<=50K
42,Masters,Exec-managerial,Not-in-family,Female,>50K
26,Assoc-voc,Tech-support,Own-child,Male,<=50K
17,12th,Handlers-cleaners,Own-child,Male,<=50K
42,Bachelors,Prof-specialty,Wife,Female,>50K
55,HS-grad,Transport-moving,Husband,Male,>50K
32,Some-college,Adm-clerical,Own-child,Female,<=50K
29,11th,Craft-repair,Own-child,Male,<=50K
46,Bachelors,Prof-specialty,Husband,Male,<=50K
29,Bachelors,Exec-managerial,Husband,Male,>50K
22,Bachelors,Prof-specialty,Unmarried,Male,<=50K
58,10th,Craft-repair,Husband,Male,<=50K
23,HS-grad,Transport-moving,Unmarried,Male,<=50K
39,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
27,Assoc-voc,Craft-repair,Own-child,Male,<=50K
54,HS-grad,Transport-moving,Husband,Male,>50K
33,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
46,HS-grad,Adm-clerical,Wife,Female,>50K
37,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
36,HS-grad,Other-service,Not-in-family,Female,<=50K
59,HS-grad,Adm-clerical,Wife,Female,>50K
34,HS-grad,Protective-serv,Unmarried,Male,<=50K
53,Doctorate,Exec-managerial,Husband,Male,>50K
51,Bachelors,Sales,Not-in-family,Male,>50K
32,10th,Other-service,Unmarried,Female,<=50K
31,Some-college,Other-service,Other-relative,Male,<=50K
22,Some-college,Sales,Wife,Female,<=50K
47,Bachelors,Sales,Not-in-family,Female,<=50K
32,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
26,Some-college,Farming-fishing,Not-in-family,Female,<=50K
37,5th-6th,Farming-fishing,Not-in-family,Male,<=50K
31,HS-grad,Craft-repair,Unmarried,Male,<=50K
37,Assoc-voc,Tech-support,Wife,Female,>50K
55,HS-grad,Sales,Not-in-family,Male,<=50K
23,Assoc-voc,Tech-support,Not-in-family,Male,<=50K
36,Some-college,Adm-clerical,Unmarried,Female,<=50K
34,Masters,Prof-specialty,Husband,Male,<=50K
43,Bachelors,Sales,Husband,Male,>50K
54,Some-college,Tech-support,Not-in-family,Male,<=50K
43,Some-college,Craft-repair,Husband,Male,<=50K
28,Assoc-voc,Machine-op-inspct,Not-in-family,Female,<=50K
40,Assoc-voc,Exec-managerial,Husband,Male,>50K
41,Some-college,Exec-managerial,Husband,Male,<=50K
40,Bachelors,Sales,Not-in-family,Female,>50K
42,Some-college,Adm-clerical,Not-in-family,Female,<=50K
61,HS-grad,Farming-fishing,Husband,Male,<=50K
18,12th,Machine-op-inspct,Own-child,Male,<=50K
59,HS-grad,?,Husband,Male,<=50K
21,HS-grad,?,Not-in-family,Female,<=50K
48,Assoc-voc,Tech-support,Husband,Male,>50K
41,Bachelors,Tech-support,Husband,Male,<=50K
18,Some-college,?,Own-child,Male,<=50K
23,HS-grad,Sales,Not-in-family,Female,<=50K
60,HS-grad,Transport-moving,Husband,Male,>50K
22,Some-college,Other-service,Other-relative,Male,<=50K
61,HS-grad,Machine-op-inspct,Husband,Male,<=50K
25,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
46,Masters,Tech-support,Not-in-family,Male,>50K
43,Bachelors,Exec-managerial,Husband,Male,>50K
43,Assoc-acdm,Craft-repair,Not-in-family,Male,<=50K
24,HS-grad,Other-service,Own-child,Male,<=50K
68,11th,Farming-fishing,Unmarried,Male,<=50K
31,HS-grad,Adm-clerical,Unmarried,Female,<=50K
17,11th,Sales,Own-child,Female,<=50K
32,HS-grad,Craft-repair,Husband,Male,>50K
50,Masters,?,Other-relative,Male,<=50K
33,Bachelors,Prof-specialty,Husband,Male,>50K
64,Bachelors,Prof-specialty,Husband,Male,>50K
20,HS-grad,Transport-moving,Own-child,Male,<=50K
30,HS-grad,Other-service,Own-child,Female,<=50K
22,Some-college,?,Own-child,Male,<=50K
43,Some-college,Exec-managerial,Not-in-family,Male,<=50K
22,Some-college,Adm-clerical,Own-child,Male,<=50K
17,10th,Farming-fishing,Own-child,Male,<=50K
47,HS-grad,Other-service,Wife,Female,<=50K
41,Assoc-voc,Prof-specialty,Not-in-family,Female,<=50K
56,Some-college,Craft-repair,Husband,Male,>50K
64,HS-grad,Transport-moving,Husband,Male,<=50K
47,HS-grad,Transport-moving,Husband,Male,>50K
48,Assoc-voc,Adm-clerical,Unmarried,Male,<=50K
31,Masters,Prof-specialty,Not-in-family,Female,<=50K
29,Assoc-voc,Tech-support,Own-child,Male,<=50K
30,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
32,HS-grad,Exec-managerial,Husband,Male,<=50K
57,HS-grad,Transport-moving,Unmarried,Male,>50K
62,HS-grad,Other-service,Not-in-family,Female,<=50K
39,HS-grad,Machine-op-inspct,Unmarried,Female,<=50K
43,Some-college,Adm-clerical,Not-in-family,Male,<=50K
24,Bachelors,Sales,Own-child,Male,<=50K
42,11th,?,Husband,Male,<=50K
53,Some-college,Adm-clerical,Wife,Female,>50K
26,Some-college,Handlers-cleaners,Own-child,Male,<=50K
73,HS-grad,Exec-managerial,Husband,Male,<=50K
72,11th,?,Not-in-family,Female,<=50K
55,HS-grad,Machine-op-inspct,Husband,Male,<=50K
25,HS-grad,Adm-clerical,Not-in-family,Male,<=50K
41,Bachelors,Prof-specialty,Not-in-family,Female,>50K
24,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
63,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
17,11th,Sales,Own-child,Male,<=50K
35,Some-college,Craft-repair,Husband,Male,<=50K
51,Some-college,Prof-specialty,Husband,Male,>50K
62,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
55,HS-grad,Craft-repair,Husband,Male,>50K
43,Some-college,Prof-specialty,Not-in-family,Male,<=50K
40,HS-grad,Other-service,Not-in-family,Female,<=50K
37,Bachelors,Exec-managerial,Husband,Male,>50K
39,Bachelors,Craft-repair,Husband,Male,<=50K
31,HS-grad,Craft-repair,Own-child,Male,<=50K
61,Masters,Prof-specialty,Not-in-family,Female,>50K
26,Assoc-voc,Adm-clerical,Not-in-family,Female,<=50K
46,HS-grad,Sales,Husband,Male,<=50K
26,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
48,Doctorate,Prof-specialty,Own-child,Male,>50K
34,HS-grad,Transport-moving,Own-child,Male,<=50K
34,HS-grad,Adm-clerical,Own-child,Female,<=50K
59,HS-grad,Other-service,Husband,Male,>50K
34,Bachelors,Prof-specialty,Own-child,Female,<=50K
49,Bachelors,Exec-managerial,Not-in-family,Female,>50K
18,11th,Adm-clerical,Own-child,Female,<=50K
43,HS-grad,Farming-fishing,Husband,Male,<=50K
48,11th,Exec-managerial,Husband,Male,<=50K
28,Some-college,Exec-managerial,Husband,Male,<=50K
33,HS-grad,Machine-op-inspct,Husband,Male,<=50K
24,Some-college,Sales,Not-in-family,Female,<=50K
21,10th,Handlers-cleaners,Not-in-family,Male,<=50K
17,11th,Sales,Own-child,Male,<=50K
39,Some-college,Farming-fishing,Husband,Male,>50K
29,Bachelors,Prof-specialty,Own-child,Male,<=50K
44,Bachelors,Exec-managerial,Husband,Male,>50K
24,Some-college,Transport-moving,Own-child,Male,<=50K
71,Masters,Sales,Husband,Male,>50K
51,Bachelors,Sales,Husband,Male,>50K
55,5th-6th,Other-service,Unmarried,Male,<=50K
41,Bachelors,Exec-managerial,Husband,Male,>50K
23,HS-grad,Handlers-cleaners,Unmarried,Female,<=50K
38,Assoc-voc,Adm-clerical,Unmarried,Female,<=50K
39,HS-grad,Transport-moving,Husband,Male,>50K
19,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
49,9th,Machine-op-inspct,Not-in-family,Female,<=50K
32,Bachelors,Adm-clerical,Other-relative,Male,>50K
27,HS-grad,Craft-repair,Husband,Male,<=50K
38,Bachelors,Sales,Husband,Male,>50K
33,Some-college,Craft-repair,Wife,Female,<=50K
63,Some-college,?,Husband,Male,<=50K
23,Bachelors,Exec-managerial,Own-child,Male,<=50K
33,Some-college,Craft-repair,Husband,Male,<=50K
54,HS-grad,Sales,Husband,Male,<=50K
29,Assoc-voc,Tech-support,Not-in-family,Female,<=50K
48,Some-college,?,Unmarried,Female,<=50K
35,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
28,Assoc-voc,Adm-clerical,Wife,Female,<=50K
37,Bachelors,Prof-specialty,Husband,Male,>50K
42,Prof-school,Farming-fishing,Husband,Male,>50K
40,Masters,Prof-specialty,Husband,Male,<=50K
47,Some-college,Sales,Own-child,Male,<=50K
22,Bachelors,Exec-managerial,Own-child,Female,<=50K
30,Bachelors,Exec-managerial,Husband,Male,>50K
28,HS-grad,Tech-support,Husband,Male,<=50K
63,7th-8th,Other-service,Husband,Male,<=50K
51,9th,Craft-repair,Husband,Male,<=50K
22,HS-grad,Handlers-cleaners,Own-child,Female,<=50K
27,Assoc-acdm,?,Own-child,Male,<=50K
35,HS-grad,Sales,Not-in-family,Male,<=50K
46,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
37,Some-college,Machine-op-inspct,Not-in-family,Male,<=50K
24,Bachelors,Prof-specialty,Own-child,Male,<=50K
37,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
53,Some-college,Tech-support,Husband,Male,<=50K
27,HS-grad,Sales,Not-in-family,Male,<=50K
38,Some-college,Craft-repair,Not-in-family,Male,<=50K
53,10th,Farming-fishing,Husband,Male,<=50K
34,Some-college,Craft-repair,Not-in-family,Male,<=50K
23,HS-grad,Sales,Own-child,Male,<=50K
39,Bachelors,Exec-managerial,Husband,Male,>50K
43,Masters,Prof-specialty,Wife,Female,<=50K
67,HS-grad,Exec-managerial,Husband,Male,>50K
81,HS-grad,Exec-managerial,Husband,Male,<=50K
21,Some-college,Other-service,Own-child,Male,<=50K
23,Some-college,Sales,Not-in-family,Male,<=50K
25,Some-college,Transport-moving,Unmarried,Male,<=50K
42,5th-6th,Machine-op-inspct,Wife,Female,<=50K
38,Some-college,Adm-clerical,Wife,Female,<=50K
64,HS-grad,?,Husband,Male,<=50K
32,HS-grad,Machine-op-inspct,Husband,Male,<=50K
37,HS-grad,Machine-op-inspct,Husband,Male,<=50K
51,Masters,Exec-managerial,Husband,Male,>50K
22,Some-college,Sales,Not-in-family,Female,<=50K
33,1st-4th,Priv-house-serv,Not-in-family,Female,<=50K
42,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
19,Some-college,?,Own-child,Female,<=50K
51,Preschool,Other-service,Husband,Male,<=50K
23,HS-grad,Adm-clerical,Wife,Female,<=50K
37,11th,Machine-op-inspct,Husband,Male,>50K
37,HS-grad,Craft-repair,Husband,Male,>50K
47,Masters,Prof-specialty,Not-in-family,Female,<=50K
41,Prof-school,Prof-specialty,Husband,Male,>50K
33,HS-grad,Craft-repair,Husband,Male,<=50K
31,Bachelors,Sales,Not-in-family,Male,>50K
31,Assoc-acdm,Other-service,Unmarried,Female,<=50K
35,HS-grad,Machine-op-inspct,Husband,Male,<=50K
38,HS-grad,Exec-managerial,Husband,Male,>50K
18,HS-grad,Other-service,Not-in-family,Female,<=50K
20,HS-grad,Machine-op-inspct,Husband,Male,<=50K
54,Some-college,Exec-managerial,Unmarried,Female,<=50K
40,Some-college,Adm-clerical,Unmarried,Female,<=50K
36,Bachelors,Exec-managerial,Wife,Female,>50K
43,Some-college,Craft-repair,Unmarried,Male,<=50K
44,Some-college,Farming-fishing,Unmarried,Male,<=50K
44,HS-grad,Prof-specialty,Wife,Female,>50K
43,Masters,Exec-managerial,Husband,Male,>50K
51,7th-8th,Other-service,Unmarried,Female,<=50K
18,HS-grad,Other-service,Own-child,Female,<=50K
